"NAME","EYE","ALIVE","APPEARANCES","FIRST APPEARANCE","HAIR","SEX","ALIGN","ID","SECRET"
"Kai","Brown Eyes","Deceased Characters","9","1995, July","Black Hair","Male Characters","Bad Characters","Secret Identity","a35002c2-737a-4786-8740-cf7da477b9b7"
"Mack Harlin","","Living Characters","9","1995, January","","Male Characters","Neutral Characters","","a6199242-d85c-4fe2-ab09-fac05e3d0112"
"Muscles McGinnis","Black Eyes","Living Characters","9","1995, May","Brown Hair","Male Characters","Good Characters","Secret Identity","c6d04473-03f4-455e-b5ca-6db321bdfd2d"
"Nina Damfino","Black Eyes","Living Characters","9","1995","Black Hair","Female Characters","Bad Characters","Secret Identity","021e1e4e-534b-47ad-a6ba-b7f88f72dea5"
"Sarah Primm","Black Eyes","Deceased Characters","9","1995, May","Grey Hair","Female Characters","Good Characters","Public Identity","f9a758e1-dbd1-458c-b7ae-b5d86ac406ee"
"Tiamat","Blue Eyes","Living Characters","9","1995, December","Blond Hair","Female Characters","Bad Characters","","29f22af5-93c3-4747-90f4-4dab2ed05f4f"
"Amnon Silverstein","","Living Characters","9","1994, January","","Male Characters","Good Characters","Secret Identity","90318bec-4f88-4ed0-8eb3-79c1e3018ffc"
"Catholic Girl","","Living Characters","9","1994, June","Blond Hair","Female Characters","Good Characters","","af37433d-c7b6-4253-a4d8-62c56f30ef4e"
"Dervish","","Living Characters","9","1994, March","Brown Hair","Female Characters","Good Characters","","ceee4be1-0721-45e6-99b6-739defdd4454"
"Iron Cross","","Deceased Characters","9","1994, March","Brown Hair","Male Characters","Bad Characters","Secret Identity","48933090-3741-41e9-a972-c968d4e80fb7"
"Nadine Terrill","","Living Characters","9","1994, September","Brown Hair","Female Characters","Good Characters","Public Identity","abab7955-dbde-4b72-9661-6819db84b372"
"Ramsey Murdoch","Blue Eyes","Living Characters","9","1994, December","Red Hair","Male Characters","Bad Characters","Secret Identity","3abd6b6c-d83c-4793-bc9b-0dbf424dab34"
"Alia","Brown Eyes","Living Characters","9","1993, March","Red Hair","Female Characters","Good Characters","Public Identity","2bf49f31-327b-48b0-9f96-a01d3f9c66db"
"Angon","","Deceased Characters","9","1993, August","","Female Characters","Bad Characters","","ec886f32-7ef2-45b4-9d0d-3dfb36d6aea3"
"Deacon Dickson","","Living Characters","9","1993, October","Brown Hair","Male Characters","Bad Characters","Public Identity","cdaf1f5c-1e12-47ff-982d-b353fb52af89"
"Gaius","","Living Characters","9","1993, August","","Male Characters","Good Characters","","a4466811-d099-44bb-bd6f-655b386e206e"
"Gemir","","Deceased Characters","9","1993, August","","Male Characters","Bad Characters","","5a572c06-4927-4bb4-81b4-044a73a64505"
"Glonth","","Deceased Characters","9","1993, August","","Male Characters","Bad Characters","","2439bb86-e071-4c69-8e4c-c948d1f11f32"
"Pritor","","Deceased Characters","9","1993, August","","Male Characters","Bad Characters","","86ef25da-70ac-4bd9-8f88-6176a4ebfbec"
"Threllian","","Deceased Characters","9","1993, August","","Male Characters","Good Characters","Public Identity","db254476-d23d-4389-94c1-7a3c8bbd750c"
"Buck Samson","","Living Characters","9","1992, July","","Male Characters","Bad Characters","","f1fa299a-da2f-4f46-a3e3-d91f5f45a265"
"Carleton LeHah","Green Eyes","Deceased Characters","9","1992, October","White Hair","Male Characters","Bad Characters","Public Identity","35f781db-2f15-47a2-83e9-0d565091adf2"
"Cassandra Arnold","Blue Eyes","Deceased Characters","9","1992","Blond Hair","Male Characters","Bad Characters","Public Identity","16426936-1283-4f55-a382-6b98388b9657"
"Clawster","","Living Characters","9","1992, November","","Male Characters","Bad Characters","","dc5f185e-fcd4-488a-bb79-5a2e157ff0b9"
"Daniel Geller","Blue Eyes","Deceased Characters","9","1992, December","Brown Hair","Male Characters","Bad Characters","","e6945bfb-b2bc-406b-a895-1c8bd0f1e6c5"
"Duke Donald","","Living Characters","9","1992, October","","Male Characters","Good Characters","","c2ada896-87e9-44aa-b57d-7940c0f74bbd"
"Flicker","Red Eyes","Living Characters","9","1992, January","","Male Characters","Bad Characters","Public Identity","ae9730f6-8aea-4e20-834d-f1224c72bebb"
"Lillian Worth","Brown Eyes","Deceased Characters","9","1992, October","Black Hair","Female Characters","Neutral Characters","","7cc08a91-6153-45bd-b545-96f25fd86a2a"
"Stuart Mosely","","Living Characters","9","1992, September","","Male Characters","Good Characters","Secret Identity","082da5c7-0bd5-4e7f-9fe1-528101d8a3fa"
"Arizona","","Living Characters","9","1991, March","Blond Hair","Female Characters","","","8381fa61-8faf-41ea-bee6-d88dbad6e694"
"Cerberus II","Red Eyes","Living Characters","9","1991, July","","Male Characters","Bad Characters","Public Identity","5347ffd6-5e08-4c2c-9288-35339ba7f8f1"
"Chantinelle","Brown Eyes","Living Characters","9","1991, July","Brown Hair","Female Characters","Neutral Characters","Public Identity","665c98f1-261c-4e09-b71c-c4dd032e7545"
"Duma","","Living Characters","9","1991, March","","Male Characters","","","9b8c1735-5ae2-4e44-8445-482aaf364c01"
"Mister Z","Black Eyes","Living Characters","9","1991, January","Black Hair","Male Characters","Bad Characters","Secret Identity","f6876c0c-3cd2-4e14-9f65-d71753f189fd"
"Remiel","","Living Characters","9","1991, March","","Male Characters","","","f2e6a9b7-a6ee-4ce7-87e3-bd2f0856927f"
"Thessaly","Green Eyes","Living Characters","9","1991, November","Brown Hair","Female Characters","","Secret Identity","8ff19c68-600a-48ef-b7f9-63301528795a"
"Claire Montgomery","Green Eyes","Living Characters","9","1990, April","Red Hair","Female Characters","Neutral Characters","","be3f81fd-6fdc-4e4b-9fbb-09b50e0759f8"
"Joseph Mason","","Living Characters","9","1990, February","Black Hair","Male Characters","Neutral Characters","Public Identity","76aab6ff-8674-4862-af5a-399a20b79e08"
"Moyshe Nakhman","","Living Characters","9","1990, September","","Male Characters","Good Characters","","66ac6619-96a4-4b92-983e-3e73fef0c78a"
"Obeah Man","Black Eyes","Living Characters","9","1990, July","Black Hair","Male Characters","Bad Characters","Secret Identity","fc54de9f-51ec-4b7a-b05b-448d4b7b6a1b"
"Trinity","White Eyes","Living Characters","9","1990","","Female Characters","Bad Characters","Public Identity","482b2e00-d067-451d-a7c3-7b60cc8f8d07"
"Victor Cypher","","Living Characters","9","1990, May","Black Hair","Male Characters","Bad Characters","Public Identity","28ba89b6-d306-4797-be7f-d7f8d49ed4b4"
"Willoughby Kipling","Brown Eyes","Living Characters","9","1990, April","Black Hair","Male Characters","Good Characters","","bf2423b9-0fcb-459e-84d6-84b6aa1de03b"
"Amos Monroe","","Living Characters","9","1989, January","White Hair","Male Characters","Good Characters","","2ba00ce4-ca0d-4ee3-a249-b14711f460fb"
"Athyns","Brown Eyes","Living Characters","9","1989, January","Blue Hair","Male Characters","Neutral Characters","Secret Identity","0292cdd1-2b28-44a9-9045-8bd92feefea9"
"Dexter Fairfax","","Living Characters","9","1989, January","White Hair","Male Characters","Good Characters","Public Identity","94a4d6a1-7099-4a97-8fe4-0f29fc19078e"
"Diade","","Living Characters","9","1989, June","","Female Characters","Good Characters","Public Identity","f48fd820-6aac-475a-ad01-b5bf1e03829a"
"Lin Koo Teng","Brown Eyes","Living Characters","9","1989, December","Black Hair","Female Characters","Good Characters","Public Identity","38beb1fb-06ee-42d4-be70-784ad1abeb26"
"Maire Granger","","Living Characters","9","1989, February","Grey Hair","Female Characters","Good Characters","Public Identity","0bfe0d2b-c7bd-4787-82ef-4a519aabd913"
"Penthesilea","Brown Eyes","Deceased Characters","9","1989, August","Brown Hair","Female Characters","Bad Characters","Public Identity","4264cb4d-8236-4230-84b8-1683c488c26c"
"Rose Walker","Brown Eyes","Living Characters","9","1989, November","Red Hair","Female Characters","","Public Identity","2c2f4ef7-113b-42ed-be1a-13c93cfa27b4"
"David Winters","","Deceased Characters","9","1988, October","Brown Hair","Male Characters","Bad Characters","Public Identity","0d814071-48ed-4a6a-8b23-8ddf23787c92"
"Eleanor Shaw","Blue Eyes","Living Characters","9","1988, July","Blond Hair","Female Characters","Good Characters","","9699fc78-f3c8-41af-9069-c18bba5a1c80"
"Grace Kasaba","","Living Characters","9","1988, May","Brown Hair","Female Characters","Bad Characters","","f2026700-1e2d-452d-af04-a73b8e474686"
"Igor Medviedenko","Grey Eyes","Living Characters","9","1988, April","Blond Hair","Male Characters","Good Characters","","26cba666-2f3d-45bb-8a8c-bef64f336e5d"
"Ilya Trepliov","Blue Eyes","Living Characters","9","1988, April","Brown Hair","Male Characters","Good Characters","","75f8dfd6-dd10-4218-9cae-823af102a05e"
"Kazuo Hasegawa","Brown Eyes","Deceased Characters","9","1988, August","Black Hair","Male Characters","Bad Characters","Public Identity","2a0d13fb-5065-4ad7-9b61-386d8f36c39b"
"Roger Simmons","Brown Eyes","Deceased Characters","9","1988, December","Black Hair","Male Characters","Good Characters","","24f782fe-9bcc-4fc8-afca-7c672cb179db"
"Steve Claiborne","","Living Characters","9","1988, September","Brown Hair","Male Characters","Good Characters","","2b893491-01ee-440d-bcaf-c313abf9c577"
"Boleslaw Uminski","","Living Characters","9","1987, December","Blond Hair","Male Characters","","","a382a3eb-ddc1-4864-a1b4-3ecf10633f69"
"Flodo Span","","Deceased Characters","9","1987, October","","Male Characters","Good Characters","Public Identity","e4e3a5f0-2191-4219-9756-6aa8478288cb"
"Gillian B. Loeb","","Deceased Characters","9","1987, February","Black Hair","Male Characters","Bad Characters","Public Identity","50286d0e-6b57-46dd-85cc-fa5c417bc225"
"Raza Kattuah","Brown Eyes","Deceased Characters","9","1987, May","Black Hair","Male Characters","Bad Characters","Secret Identity","9ec86dfd-75e6-4496-b1ee-cdf207b6a402"
"Roger Huntoon","Blue Eyes","Living Characters","9","1987, November","Brown Hair","Male Characters","Good Characters","","cbd5abab-6b8a-4066-a59a-8fc8f9864979"
"Calculha","","Deceased Characters","9","1986, February","","Male Characters","Good Characters","Public Identity","46a1dcce-9a23-41d9-b867-6c026211246c"
"Edward Bentama","","Deceased Characters","9","1986, January","Black Hair","Male Characters","Bad Characters","","fa27812d-e848-4336-8798-6d99035ea027"
"Taro Raiden","","Deceased Characters","9","1986, November","Black Hair","Male Characters","Bad Characters","Secret Identity","a7e474f6-4ea7-4ccd-bb7e-a2d487aade9e"
"Gary Sellers","","Living Characters","9","1985, July","Brown Hair","Male Characters","Good Characters","Public Identity","577d57f5-8621-46bb-bfc7-49433242b431"
"Kritter","","Living Characters","9","1985, August","Brown Hair","Male Characters","Bad Characters","Secret Identity","335324c0-d55e-483b-958f-3154f7941efa"
"Prince Garnet","Brown Eyes","Living Characters","9","1985, April","Black Hair","Male Characters","Good Characters","Public Identity","af37d835-e599-478b-af7a-bed3bdebe9fe"
"Harry S. Truman","","Living Characters","9","1984","White Hair","Male Characters","Good Characters","","a9683b50-7e60-4878-ab9e-5937e67adc5c"
"Nathaniel Dusk","Brown Eyes","Living Characters","9","1984, February","Brown Hair","Male Characters","Neutral Characters","Public Identity","c7bb7bd0-4c36-4afb-968d-2bd654a1ec4f"
"Granch","Black Eyes","Deceased Characters","9","1983, April","","Male Characters","Good Characters","Public Identity","a0e2653c-51c0-421f-98a3-793093bbd8ca"
"Gretti","Black Eyes","Deceased Characters","9","1983, May","Violet Hair","Male Characters","Bad Characters","Public Identity","f4f47237-b074-4f58-8a90-223dd8b110e3"
"Lady Amethyst","Violet Eyes","Deceased Characters","9","1983, May","Blond Hair","Female Characters","Good Characters","Public Identity","0e507f12-018e-4d8f-8eef-3f49a8a98059"
"Lord Aquamarine","","Deceased Characters","9","1983, November","Black Hair","Male Characters","Bad Characters","Public Identity","a69fca3e-aa3e-440b-8beb-c56d88eb8b06"
"Chaim Lavon","Brown Eyes","Living Characters","9","1982, June","Black Hair","Male Characters","Good Characters","Secret Identity","901516ba-cf8d-452d-9ea1-a4251e97435e"
"Gayle Marsh","Blue Eyes","Deceased Characters","9","1982, November","Black Hair","Female Characters","Bad Characters","Secret Identity","f7af197b-c15c-4df8-85a5-1e52e1628070"
"Pan","Brown Eyes","Deceased Characters","9","1982, October","Brown Hair","Male Characters","Neutral Characters","Public Identity","c2c8d9a9-b3a4-4dd8-87d6-45f6d41c8d84"
"Ulla Paske","","Living Characters","9","1982, June","Blond Hair","Female Characters","Good Characters","Secret Identity","1d8867e4-dd2c-4724-a0c8-282df918d7ac"
"Brokk","","Living Characters","9","1981, May","","Male Characters","Good Characters","","960323da-7fb3-4660-a4e5-9009f3b60eb1"
"Matthew Shrieve","","Living Characters","9","1980, November","Red Hair","Male Characters","Good Characters","Secret Identity","2313e087-8f93-4b2e-a330-b1aa336e15c6"
"Sindella Zatara","","Deceased Characters","9","1979, February","Blond Hair","Female Characters","Good Characters","Secret Identity","7aa12c07-4cbb-4858-b03f-6a36c330a173"
"Arthur Pemberton","","Living Characters","9","1978, February","Grey Hair","Male Characters","Bad Characters","Public Identity","0a8c9b9f-2e7c-4062-a99d-3a580d94179d"
"Aton","","Living Characters","9","1978, May","","Male Characters","Good Characters","","1533a18a-7f47-4d56-863a-6679da6dc947"
"James Carter","","Living Characters","9","1977, September","Brown Hair","Male Characters","Good Characters","","28265d6f-7187-4c31-b39e-8e69f941f2de"
"Jaffar","Red Eyes","Deceased Characters","9","1971, May","","Male Characters","Bad Characters","","69e76fa3-fe0a-46e3-97eb-bf3eb56b9dd8"
"Jeffrey Sloane","","Living Characters","9","1971, December","Brown Hair","Male Characters","Good Characters","Public Identity","a5a87ea6-fe38-4a4f-ba96-f7ac547d74be"
"Sonny Sumo","","Living Characters","9","1971, September","","Male Characters","Good Characters","Public Identity","af7e8b73-3804-43a9-be64-e4b32ea2796a"
"Trok","Red Eyes","Deceased Characters","9","1971, May","","Male Characters","Bad Characters","","dd852983-1260-4109-8848-66aab639f0d7"
"Victor Lanza","","Deceased Characters","9","1971, March","White Hair","Male Characters","Good Characters","","f16de8ba-40ff-4894-89b7-26d2c40f4b28"
"Sharon Tracy","","Living Characters","9","1969, August","Blond Hair","Female Characters","Good Characters","Public Identity","d481e8c9-c6c2-4948-ad45-bce7949fb262"
"Eve Doremus","Blue Eyes","Living Characters","9","1968, January","Red Hair","Female Characters","Good Characters","Public Identity","bffc8af2-f387-434b-80dd-9ac4391a9bb8"
"General Zahl","Black Eyes","Deceased Characters","9","1968, October","","Male Characters","Bad Characters","","00f7a08f-a8ca-4092-8964-47af65ae1ca0"
"Peter Mortimer","","Deceased Characters","9","1968, February","","Male Characters","Bad Characters","Secret Identity","e02f2dcf-6ebe-45a1-a144-c2d8039fc197"
"Farley Fleeter","Blue Eyes","Living Characters","9","1967, October","Brown Hair","Male Characters","Bad Characters","","36a3c4e4-ee86-4911-b11d-0254e0c279f4"
"Marie Logan","","Deceased Characters","9","1967, June","Brown Hair","Female Characters","Good Characters","Public Identity","9a3b46ab-78c8-4642-aa0d-0a4dc98c3fda"
"Mark Logan","Blue Eyes","Deceased Characters","9","1967, June","Blond Hair","Male Characters","Good Characters","Public Identity","1543fbf8-cf9c-4252-b6fc-ab445c12bc2b"
"Rigoro Mortis","","Living Characters","9","1967, March","Grey Hair","Male Characters","Bad Characters","Public Identity","7ae5fa2b-1f61-4cd8-8278-bc09166134fd"
"Beast With No Name","Black Eyes","Living Characters","9","1966, January","Red Hair","Male Characters","Neutral Characters","Public Identity","202e7974-c092-4247-bb02-402dbf308c1d"
